product_id,0af4d2ac-4896-4124-9dab-1ab616caa2e7,0b3bd553-2da5-4c3e-ae8b-437e2277ce45,0dcb1e9f-b74f-4a7e-92de-a127fdba81f3,11a90ebf-2f41-45ee-b27f-d9b94afae38c,1442238d-4e1a-4284-9047-7c8a2053bdd1,1863900b-1ebd-44d2-94fe-8f872a0f7063,1b77b924-d072-46d5-b011-468fec749e67,1c7a6546-39b3-49c9-a51d-baa35fd08323,215aea05-db3a-4804-8bdf-656642bd9d37,29e4916e-64c8-45c5-8efd-1866a600d18e,2a1267ed-5a35-43ad-a53d-6d34b4539d9e,2efd3a07-3f82-4dac-adef-fc4e2fef1878,2f077889-175a-4162-b237-91e0c26eeed6,32909429-374a-47b4-b8aa-35e6e5ad561d,32b25763-059d-42b5-a6f2-0f0d6c3254cc,331c0a39-aba3-4d72-94f1-ff84b9eb4a9f,33ee1bf5-6911-436c-ab75-a04d32c3149a,3869f229-1e3a-4a39-98e5-e9475d6f9822,3c498692-3f7e-4b6a-ade4-90cf6803bf4c,3d212959-2407-48f7-85b1-95c365021def,3e05a0c9-0a17-4d05-9c58-b0a98a308f82,3ef38b45-cd87-4626-b9fa-903956b5bb10,3f9f34a7-6a41-43b2-8470-32a456a449a7,409490bb-c40e-47e6-8807-d604aad82c9c,42eff45d-8d03-4bb7-9af1-ba01bf266388,440d243d-70dd-437a-ba9c-f47ddaabf1eb,46510555-1a4f-4090-8f9b-d7b4d0e102f7,475bffa1-bb3f-48be-8803-c0ac618eb1b4,476c4153-d00e-4f5b-9e4c-aa47f3f7f3de,483a264d-6c8d-42b9-8da6-957508853dca,4bd52b5c-81a0-4634-a1c9-649d4a07b7ad,4d0d7a41-6a52-482c-aafe-13e9c8f316b5,4efde7f2-8689-44db-9e52-10b8f5b11fb8,54819c63-d1d0-418f-ba5f-c59e0d426276,5716236f-6d2e-4e17-9be2-eac3c2d2079c,5791d390-9ab4-4f81-8671-36dfcda14fb5,58b96396-8c56-4194-90fd-92c81d66e254,592499e0-4c67-44a4-80ca-9372d1bba197,5a38d689-da6f-487c-9e94-0c0785fa9518,5e578a1f-cffb-4aed-b6c5-13196ca1b03f,5e7a5a55-cdf7-4a95-9aeb-65d2ffff5113,5ec9680d-c93b-47ad-9e63-88b9e19b4e34,5f68af4e-2af3-4dc9-aaea-1af4e5531798,620867ae-2749-4a0c-b518-1060c0cffc16,641de6a7-a7f0-4a0a-8694-043ee8aa0cd4,6536fd73-5e3d-416e-9088-68383a545304,65875ac0-43cb-41ac-a51a-eb051ef6c7fa,65c6cb9a-01ec-4ba9-9e91-93ec3ec1cf88,6b6833c4-a034-4007-9df8-88cbf658eb3a,6d8a2191-23e8-4d15-88b2-1fd81339b916,70b39d8f-e3c6-48b2-8a8e-4cc21b2cb51d,7205deb3-adec-4696-8739-462aca8e507d,727785c2-4d18-4255-b23e-79708cacf074,745f224b-af26-4b06-935e-b21708e7fa48,78cb9847-704d-47ac-84a5-ef67b9452dd5,7962701f-4c6e-47bd-bf59-88bc8c776e7a,7b6b6048-74c4-4825-9d83-bffbfdd9eafa,7ca81ac0-fe60-40e3-8102-5b03eaff7c46,7edb35d2-aee0-4d4d-be4d-bd293df525c6,7fc3eedf-5d30-4f69-8d21-6f7740ac69a2,802a1828-af2e-43d2-b743-3254e878edd3,834c4bde-9fb3-48e6-8ee4-04bfea5b872a,853afc9e-f225-40ea-ab38-c405c467ed20,89714550-1beb-4e58-a6c1-84eb87ca9334,8a11f91e-36a0-43f4-ac55-7119e805c40d,9274cbc3-df88-473b-a323-a164045f3e7f,93cb0c24-6d79-4ace-9633-506d09c5fa53,95ceef14-2001-4f19-a491-7a9376701471,95e5b709-8bfd-40bd-b516-ac7daea14b74,96d06f66-2af8-4491-81ee-adb94a987fbe,9a5ba0f9-3029-417d-b482-31ea6c690a49,9b97fdc7-2be8-407e-b486-1dbb081144a9,9cc96ed9-569e-467a-bc81-b2dd3eb5d33b,9dceef8e-c596-4cfd-adc6-42cbdd96d0a2,a0382beb-d187-49c9-87d7-0ed62287cb34,a32745b8-8d0c-4052-958b-0f1e6ed3e5cf,a347061e-7bc0-4efc-96c6-c292e20cf2a1,a6395f6a-5509-49de-bfe5-9a8c6645ac24,a85baee8-6cfb-48e4-8913-51d8bab516c2,ac472f9d-92b8-40c3-a23f-5fda57b87eb8,af58cc5a-81a7-4b6d-85bb-e2d8c9b99155,af62e7a5-2961-46e8-90ea-b99c0e484317,afb241cf-935a-4ef2-9f30-d2eb7cdbbeb8,b20fdad7-d463-48c6-874e-616deca54ee9,b49a2995-cc4d-4656-ad5b-464453673f9c,b5c7d21d-c581-4f65-81b8-21396829d701,ba5be339-0472-4c1d-b420-6b66fc810d6e,befa7b57-aba7-4eff-8fe0-75c5d323e491,c0232dd6-09f7-4773-aeb9-6ba913ee1620,c70f1657-e626-477e-a406-457b64eaec27,c886cf44-ea89-4836-8f45-200981030cdf,ca84a147-08ad-4c61-a444-d3908e0c14ed,cd67984f-4fdb-4ac8-aae3-cd86af344de9,cfab3d17-0d9a-4c89-9a42-5ffa86879afb,d06618b6-20f5-4129-b9fb-cbf6713ffbe6,d31c5dbe-0c4f-4249-a2d2-e8c67266e34d,d39550db-e89e-4956-8aa7-300e0870c4de,da5a9dc9-faaf-43b6-a636-b3a4a6686cb9,db3a5d20-785a-4aa1-8a40-d4ff447f48ce,dcfabb72-0e04-48ab-a4fd-1f4bd403bc58,e0f1d4be-66d2-44d8-9f21-e95a4970f97a,e83b5ca5-bf2f-4695-8207-f4dda52c9351,ebcaba06-9673-4bc0-a7f9-d665fec999ee,f408a5f7-1da2-4e0a-9db9-c0418d94d050,f8f90480-b5bf-413f-9e3e-88bba91524f7,fb06055c-fa08-4dcd-b49a-822f9340761a,fcdbe34f-5702-4d72-9c22-5ec63be0cbda,fdd1acdb-2bb0-4784-83dd-4e4ddcfe7738,fe0f13ef-2cdb-4e2c-b7ad-7b9f13594bb7,fe9e10f7-0029-4160-95dc-e07ddffbc040,ff63ac6f-fb4b-4cf5-abbf-a96a6e034c4c
0af4d2ac-4896-4124-9dab-1ab616caa2e7,1.0000000000000002,0.29642956276104593,0.30567806127512176,0.2937709479560798,0.2758261849412822,0.2937709479560798,0.10146101876235768,0.1893716658980366,0.32301875361077137,0.1234794352719529,0.29642956276104593,0.30486052019825927,0.15702717677706413,0.06043978852154994,0.32066674927734784,0.1241408832903552,0.21005227027297663,0.33524987946614443,0.25473171772926817,0.21543950916951293,0.33524987946614443,0.2937709479560798,0.2276302525016143,0.30486052019825927,0.21024013232969851,0.2733492285469232,0.2216125579123498,0.207535639669518,0.11017055208632112,0.21867938283753852,0.2937709479560798,0.22904767805524845,0.31730888973813726,0.18978243826120705,0.32066674927734784,0.10073298086924991,0.2676158999907926,0.14621332495078831,0.2758261849412822,0.09709494345079195,0.18439279403993308,0.2937709479560798,0.06377530268898723,0.0,0.10341068287534004,0.3033213195169878,0.20378537418341452,0.2748572136662981,0.25473171772926817,0.2937709479560798,0.24601130219166184,0.15702717677706413,0.20378537418341452,0.09400971170485459,0.028669108954049796,0.17700223781311056,0.2758261849412822,0.32066674927734784,0.15702717677706413,0.2748572136662981,0.03310423554409472,0.03555965320024666,0.2937709479560798,0.26256186413943733,0.05548282482902397,0.0,0.30486052019825927,0.2068213657506801,0.22937124853011887,0.2065829169621999,0.10171851218654394,0.30486052019825927,0.18556810600166418,0.2937709479560798,0.11922392071876851,0.15702717677706413,0.1737972366064973,0.06043978852154994,0.2748572136662981,0.17953292430792744,0.2807054160239705,0.18439279403993308,0.1919492164211262,0.207535639669518,0.1838841232941881,0.30486052019825927,0.25542847959325293,0.32066674927734784,0.22904767805524845,0.2394641996186746,0.207535639669518,0.18207329549252096,0.2748572136662981,0.06757373783994859,0.09189320455478589,0.2937709479560798,0.26955340002737194,0.09400971170485459,0.0,0.1481482875317836,0.2937709479560798,0.15010210415805247,0.18207329549252096,0.2514447191453633,0.2937709479560798,0.2937709479560798,0.30486052019825927,0.30486052019825927,0.29075783294148716,0.2315239411349117,0.22904767805524845
0b3bd553-2da5-4c3e-ae8b-437e2277ce45,0.29642956276104593,1.0,0.8093354826306434,0.9910312089651148,0.9536459298086264,0.9910312089651148,0.042673494972170364,0.28597693723630524,0.3360537729058416,0.15904855449750885,1.0,0.9536459298086264,0.0,0.6746990849399866,0.9047478462959588,0.3411211461689767,0.09245242518398364,0.8636419272102982,0.8093354826306434,0.7631205286037525,0.8636419272102982,0.9910312089651148,0.15605846193793987,0.9536459298086264,0.7385489458759964,0.7745966692414834,0.6746990849399866,0.8636419272102983,0.1548064952362765,0.7745966692414834,0.9910312089651148,0.9047478462959588,0.9147362593897895,0.12698732650355965,0.9047478462959588,0.6746990849399866,0.15599767547339305,0.10390681428259657,0.9536459298086264,0.05717203399292929,0.8420753583206844,0.9910312089651148,0.06571698150698278,0.07784989441615231,0.2058527788710052,0.8636419272102983,0.8093354826306434,0.9047478462959588,0.8093354826306434,0.9910312089651148,0.09218227983091497,0.0,0.8093354826306434,0.7265392195447242,0.07385489458759964,0.022242826976043514,0.9536459298086264,0.9047478462959588,0.0,0.9047478462959588,0.08528028654224418,0.0916057224828689,0.9910312089651148,0.2402130256715853,0.05717203399292929,0.0,0.9536459298086264,0.7265392195447242,0.2094281257618944,0.14191497503737985,0.10005105948762626,0.9536459298086264,0.3718124716931683,0.9910312089651148,0.15356720906669744,0.7865665062071157,0.25584085962673253,0.6746990849399866,0.9047478462959588,0.7631205286037525,0.16476360794145414,0.8420753583206844,0.2119213177352503,0.8636419272102983,0.349046876269824,0.9536459298086264,0.8636419272102983,0.9047478462959588,0.9047478462959588,0.8636419272102982,0.8636419272102983,0.8314827937868806,0.9047478462959588,0.05570484990582331,0.2840728512318167,0.9910312089651148,0.18938190082121115,0.21796176586341726,0.26967994498529685,0.1837559081124571,0.9910312089651148,0.309344112444873,0.8314827937868806,0.8204836824663079,0.9910312089651148,0.9910312089651148,0.9536459298086264,0.9536459298086264,0.873862897505303,0.9145291883606759,0.9047478462959588
0dcb1e9f-b74f-4a7e-92de-a127fdba81f3,0.30567806127512176,0.8093354826306434,1.0,0.8237544710479141,0.764866160131941,0.8237544710479141,0.051339041910434605,0.22262007301148462,0.17326926644771679,0.19134594929397597,0.8093354826306434,0.764866160131941,0.0,0.2809757434745082,0.8991721961325718,0.41039134083406165,0.07197001913318753,0.8411101831919988,0.7631578947368423,0.6955186050933215,0.8411101831919988,0.8237544710479141,0.18774866982736793,0.764866160131941,0.621966321647047,0.6777389936698862,0.5619514869490164,0.6184633699941168,0.18624247093250162,0.6777389936698862,0.8237544710479141,0.6862103602064364,0.7024393586862706,0.06110966708221993,0.8991721961325718,0.2809757434745082,0.13318909267820886,0.12500678223597256,0.764866160131941,0.0687817449960909,0.5455005501394377,0.8237544710479141,0.07906188302632601,0.09365858115816941,0.116543309349613,0.8411101831919988,0.7631578947368423,0.8991721961325718,0.7631578947368423,0.8237544710479141,0.11090139044681246,0.0,0.7631578947368423,0.37876575538624224,0.08885233166386385,0.02675959461661983,0.764866160131941,0.8991721961325718,0.0,0.8991721961325718,0.10259783520851541,0.11020775375559676,0.8237544710479141,0.2889921859090372,0.0687817449960909,0.0,0.764866160131941,0.6409882014228715,0.2519559115728746,0.17073311796734167,0.12036805374315906,0.764866160131941,0.25560859370538297,0.8237544710479141,0.10557230146166803,0.4866642633922877,0.30779350562554625,0.2809757434745082,0.8991721961325718,0.6955186050933215,0.1982215372548502,0.5455005501394377,0.19496588395520062,0.6184633699941168,0.32994226515495484,0.764866160131941,0.8411101831919988,0.8991721961325718,0.6862103602064364,0.6184633699941169,0.6184633699941168,0.5642880936468347,0.8991721961325718,0.06701662532667128,0.34175846212075917,0.8237544710479141,0.22783897474717277,0.08740748201220976,0.3244428422615251,0.22107053275171662,0.8237544710479141,0.14886458551295736,0.5642880936468347,0.5455005501394377,0.8237544710479141,0.8237544710479141,0.764866160131941,0.764866160131941,0.8260331876309022,0.6697108225289159,0.6862103602064364
11a90ebf-2f41-45ee-b27f-d9b94afae38c,0.2937709479560798,0.9910312089651148,0.8237544710479141,1.0,0.9636241116594316,1.0,0.04229076531303674,0.2834120698454363,0.33303977684016434,0.15762208124782015,0.9910312089651148,0.9636241116594316,0.0,0.6943650748294136,0.9161253813129043,0.33806170189140666,0.09162323870184012,0.8762745818846641,0.8237544710479141,0.7791937224739796,0.8762745818846641,1.0,0.15465880620359293,0.9636241116594316,0.7319250547113999,0.7676494735787386,0.6943650748294136,0.876274581884664,0.15341806812965939,0.7676494735787386,1.0,0.9161253813129043,0.9258200997725516,0.12584840370807052,0.9161253813129043,0.6943650748294136,0.15459856492014437,0.10297489577819535,0.9636241116594316,0.05665926996700736,0.8345229603962804,1.0,0.06512757963240323,0.07715167498104597,0.20400652831336075,0.876274581884664,0.8237544710479141,0.9161253813129043,0.8237544710479141,1.0,0.09135551622599218,0.0,0.8237544710479141,0.7440238091428449,0.07319250547113999,0.022043335708870272,0.9636241116594316,0.9161253813129043,0.0,0.9161253813129043,0.08451542547285167,0.09078412990032037,1.0,0.23805860524047934,0.05665926996700736,0.0,0.9636241116594316,0.7440238091428449,0.20754980866510833,0.14064216928154866,0.09915372244226288,0.9636241116594316,0.3684777633303881,1.0,0.15218989685876771,0.8017837257372732,0.253546276418555,0.6943650748294136,0.9161253813129043,0.7791937224739794,0.16328587757167348,0.8345229603962804,0.2100206397206453,0.876274581884664,0.34591634777518054,0.9636241116594316,0.876274581884664,0.9161253813129043,0.9161253813129043,0.8762745818846641,0.876274581884664,0.8451542547285165,0.9161253813129043,0.05520524474738834,0.2815250611904345,1.0,0.18768337412695635,0.2160069123317937,0.2672612419124244,0.1821078397711709,1.0,0.3065696697424829,0.8451542547285165,0.8345229603962803,1.0,1.0,0.9636241116594316,0.9636241116594316,0.8660254037844387,0.9063269671749659,0.9161253813129043
1442238d-4e1a-4284-9047-7c8a2053bdd1,0.2758261849412822,0.9536459298086264,0.764866160131941,0.9636241116594316,1.0000000000000002,0.9636241116594316,0.0,0.24220873299330495,0.3456117098052324,0.16357216402190614,0.9536459298086264,0.9230769230769232,0.0,0.7205766921228921,0.86979689861744,0.3508232077228117,0.09508192830922232,0.8247621221537365,0.764866160131941,0.7134772412317412,0.8247621221537365,0.9636241116594316,0.14104284294575206,0.9230769230769232,0.6582805886043833,0.7000665968986381,0.6138245895861674,0.9093531090412992,0.10613963562027119,0.7000665968986381,0.9636241116594316,0.86979689861744,0.8807048459279794,0.07835943633125804,0.86979689861744,0.6138245895861674,0.12938267164950118,0.08014657468527718,1.0000000000000002,0.05879810320378548,0.7772022854475732,0.9636241116594316,0.0,0.08006407690254358,0.16189403145068332,0.9093531090412992,0.764866160131941,0.86979689861744,0.764866160131941,0.9636241116594316,0.07110307467452578,0.0,0.764866160131941,0.6724828998720692,0.0,0.022875450543583878,1.0000000000000002,0.86979689861744,0.0,0.86979689861744,0.08770580193070293,0.09421114395319916,0.9636241116594316,0.2470450898437202,0.0,0.0,0.9230769230769232,0.6724828998720692,0.2153846153846154,0.145951276623156,0.10289668060662459,0.9230769230769232,0.3823874463828456,0.9636241116594316,0.11281065704928503,0.8320502943378437,0.2631174057921088,0.7205766921228921,0.86979689861744,0.80860754006264,0.15062201176762285,0.7772022854475732,0.1923076923076923,0.9093531090412992,0.28205128205128205,0.9230769230769232,0.9093531090412992,0.86979689861744,0.86979689861744,0.8247621221537365,0.9093531090412992,0.7893522173763262,0.86979689861744,0.05728918992315463,0.292152362922538,0.9636241116594316,0.19476824194835865,0.14944064441601537,0.2773500981126146,0.1453709511573951,0.9636241116594316,0.19088542889273333,0.7893522173763262,0.7772022854475731,0.9636241116594316,0.9636241116594316,0.9230769230769232,0.9230769230769232,0.8131249357707346,0.8587538611150073,0.86979689861744
1863900b-1ebd-44d2-94fe-8f872a0f7063,0.2937709479560798,0.9910312089651148,0.8237544710479141,1.0,0.9636241116594316,1.0,0.04229076531303674,0.2834120698454363,0.33303977684016434,0.15762208124782015,0.9910312089651148,0.9636241116594316,0.0,0.6943650748294136,0.9161253813129043,0.33806170189140666,0.09162323870184012,0.8762745818846641,0.8237544710479141,0.7791937224739796,0.8762745818846641,1.0,0.15465880620359293,0.9636241116594316,0.7319250547113999,0.7676494735787386,0.6943650748294136,0.876274581884664,0.15341806812965939,0.7676494735787386,1.0,0.9161253813129043,0.9258200997725516,0.12584840370807052,0.9161253813129043,0.6943650748294136,0.15459856492014437,0.10297489577819535,0.9636241116594316,0.05665926996700736,0.8345229603962804,1.0,0.06512757963240323,0.07715167498104597,0.20400652831336075,0.876274581884664,0.8237544710479141,0.9161253813129043,0.8237544710479141,1.0,0.09135551622599218,0.0,0.8237544710479141,0.7440238091428449,0.07319250547113999,0.022043335708870272,0.9636241116594316,0.9161253813129043,0.0,0.9161253813129043,0.08451542547285167,0.09078412990032037,1.0,0.23805860524047934,0.05665926996700736,0.0,0.9636241116594316,0.7440238091428449,0.20754980866510833,0.14064216928154866,0.09915372244226288,0.9636241116594316,0.3684777633303881,1.0,0.15218989685876771,0.8017837257372732,0.253546276418555,0.6943650748294136,0.9161253813129043,0.7791937224739794,0.16328587757167348,0.8345229603962804,0.2100206397206453,0.876274581884664,0.34591634777518054,0.9636241116594316,0.876274581884664,0.9161253813129043,0.9161253813129043,0.8762745818846641,0.876274581884664,0.8451542547285165,0.9161253813129043,0.05520524474738834,0.2815250611904345,1.0,0.18768337412695635,0.2160069123317937,0.2672612419124244,0.1821078397711709,1.0,0.3065696697424829,0.8451542547285165,0.8345229603962803,1.0,1.0,0.9636241116594316,0.9636241116594316,0.8660254037844387,0.9063269671749659,0.9161253813129043
1b77b924-d072-46d5-b011-468fec749e67,0.10146101876235768,0.042673494972170364,0.051339041910434605,0.04229076531303674,0.0,0.04229076531303674,0.9999999999999997,0.15052645861968952,0.09859154929577463,0.11665427280856949,0.042673494972170364,0.043887201245108885,0.0,0.0,0.04616263906194763,0.0,0.17869743752737263,0.04826200164573881,0.051339041910434605,0.054275033400887025,0.04826200164573881,0.04229076531303674,0.21366088304051895,0.043887201245108885,0.057780185335658596,0.05509124511722725,0.06090566309578059,0.0,0.14760581094465813,0.05509124511722725,0.04229076531303674,0.04616263906194763,0.045679247321835446,0.10804117371663774,0.04616263906194763,0.06090566309578059,0.14320529724441605,0.3073824513720913,0.0,0.15095832500591005,0.050676574905685785,0.04229076531303674,0.31233707405158473,0.06851887098275317,0.06039314547859407,0.0,0.051339041910434605,0.04616263906194763,0.051339041910434605,0.04229076531303674,0.21297514515915714,0.0,0.051339041910434605,0.056840607509265006,0.06500270850261591,0.22350203153898057,0.0,0.04616263906194763,0.0,0.04616263906194763,0.037529331252040075,0.22396093601949024,0.04229076531303674,0.14651124669870016,0.18869790625738755,0.09429599272422408,0.043887201245108885,0.056840607509265006,0.13385596379758208,0.03816546691779847,0.12579860417159172,0.043887201245108885,0.10908244628454697,0.04229076531303674,0.2746123610056283,0.0,0.037529331252040075,0.0,0.04616263906194763,0.0,0.11278958387950927,0.050676574905685785,0.15970064897525732,0.0,0.08045986894936627,0.043887201245108885,0.0,0.04616263906194763,0.04616263906194763,0.04826200164573881,0.0,0.05003910833605344,0.04616263906194763,0.3493253054304605,0.0,0.04229076531303674,0.0,0.17407436049712408,0.0,0.16380455354326762,0.04229076531303674,0.14520873869795467,0.05003910833605344,0.050676574905685785,0.04229076531303674,0.04229076531303674,0.043887201245108885,0.043887201245108885,0.048833169475434104,0.0466617091234278,0.04616263906194763
1c7a6546-39b3-49c9-a51d-baa35fd08323,0.1893716658980366,0.28597693723630524,0.22262007301148462,0.2834120698454363,0.24220873299330495,0.2834120698454363,0.15052645861968952,0.9999999999999998,0.27020733145665576,0.16554917758157559,0.28597693723630524,0.29411060434901315,0.0,0.14405648121312395,0.22747020449196606,0.11835447647287074,0.13585572031267706,0.23781498646157848,0.2529773556948689,0.33163142239606824,0.23781498646157848,0.2834120698454363,0.15970224662558336,0.29411060434901315,0.10249798327711372,0.2714666459106897,0.10804236090984295,0.2663527848369679,0.10742249141724866,0.3366186409292552,0.2834120698454363,0.3093594781090738,0.30612002257788845,0.18798584174798189,0.22747020449196606,0.2160847218196859,0.2607289399230004,0.12617930200378277,0.24220873299330495,0.08595710640779787,0.17979335639198074,0.2834120698454363,0.27361184830623564,0.009003530075820249,0.20166247664664824,0.18073938971079964,0.31369192106163746,0.2820630535700379,0.2529773556948689,0.2834120698454363,0.22921376586963066,0.0,0.31369192106163746,0.20166247664664821,0.11958098048996602,0.13376673255504368,0.24220873299330495,0.22747020449196606,0.0,0.2820630535700379,0.0,0.14125900168562142,0.2834120698454363,0.1725360104582857,0.06612085108292144,0.11895072446044183,0.29411060434901315,0.10083123832332411,0.1557056140671246,0.10941875220605946,0.11460947521039716,0.29411060434901315,0.20476675607349432,0.2834120698454363,0.11840281401888147,0.12475657231036107,0.11835447647287074,0.14405648121312395,0.2820630535700379,0.2674446954807002,0.25407083903828664,0.17979335639198074,0.203762902359447,0.2663527848369679,0.17877311244743935,0.29411060434901315,0.23781498646157845,0.22747020449196606,0.3093594781090738,0.3234283815877467,0.2663527848369679,0.17753171470930612,0.2820630535700379,0.09663602537758995,0.08760991406077005,0.2834120698454363,0.08760991406077005,0.21846768303386893,0.0,0.10789384900334126,0.2834120698454363,0.200347844142301,0.17753171470930612,0.3396096731848525,0.2834120698454363,0.2834120698454363,0.29411060434901315,0.29411060434901315,0.29838053407778836,0.31270400209853166,0.3093594781090738
215aea05-db3a-4804-8bdf-656642bd9d37,0.32301875361077137,0.3360537729058416,0.17326926644771679,0.33303977684016434,0.3456117098052324,0.33303977684016434,0.09859154929577463,0.27020733145665576,0.9999999999999999,0.16185780352189016,0.3360537729058416,0.3291540093383166,0.0,0.29691510759193035,0.285631329195801,0.1970289890732104,0.20103461721829424,0.28052288456585683,0.3176603218208141,0.2544142190666579,0.29862113518300887,0.33303977684016434,0.08532561238306438,0.3456117098052324,0.18417434075741176,0.3202178622438834,0.1712971774568829,0.3800632629601931,0.0794800520471236,0.27889942840596293,0.33303977684016434,0.3635307826128376,0.34259435491376583,0.20676845314735845,0.285631329195801,0.29691510759193035,0.27902887813602717,0.05715789385018226,0.3456117098052324,0.06289930208579585,0.24704830266521818,0.33303977684016434,0.1041123580171949,0.01712971774568829,0.07993210430990391,0.29862113518300887,0.2599038996715752,0.23369836025110988,0.3176603218208141,0.33303977684016434,0.1115584093690823,0.0,0.2599038996715752,0.2770979616076669,0.06500270850261591,0.029365230421179927,0.3456117098052324,0.285631329195801,0.0,0.23369836025110988,0.0,0.08062593696701648,0.33303977684016434,0.11683808281035582,0.05031944166863668,0.16973278690360333,0.3291540093383166,0.1811794364357822,0.13166160373532665,0.06245258222912477,0.15515161181162976,0.3456117098052324,0.2337480991811721,0.33303977684016434,0.1544694530656659,0.2571360259420015,0.32838164845535067,0.29691510759193035,0.23369836025110988,0.27476735659199053,0.12487418215231383,0.24704830266521818,0.22309327299597015,0.3800632629601931,0.18652060529171272,0.3456117098052324,0.2443263833315527,0.285631329195801,0.3635307826128376,0.36196501234304107,0.3800632629601931,0.2439406531382605,0.23369836025110988,0.06434939836876903,0.08334137204780082,0.33303977684016434,0.08334137204780082,0.2664403476996797,0.0,0.12440852167843108,0.33303977684016434,0.163359831035199,0.2439406531382605,0.38007431179264334,0.33303977684016434,0.33303977684016434,0.3291540093383166,0.3456117098052324,0.24721792046938515,0.3674609593469939,0.36353078261283756
29e4916e-64c8-45c5-8efd-1866a600d18e,0.1234794352719529,0.15904855449750885,0.19134594929397597,0.15762208124782015,0.16357216402190614,0.15762208124782015,0.11665427280856949,0.16554917758157559,0.16185780352189016,1.0,0.15904855449750885,0.16357216402190614,0.0,0.0,0.1720529574477361,0.13987572123604705,0.19772585632625322,0.17987750016531515,0.19134594929397597,0.20228869496966942,0.17987750016531515,0.15762208124782015,0.14220291701649596,0.16357216402190614,0.0,0.20533080093573816,0.0,0.17987750016531515,0.1586948684974851,0.20533080093573816,0.15762208124782015,0.1720529574477361,0.17025130615174974,0.1457981817592374,0.1720529574477361,0.0,0.19533821512318994,0.15622450486755146,0.16357216402190614,0.05470085633186357,0.0,0.15762208124782015,0.1221599813146812,0.0,0.0,0.17987750016531515,0.19134594929397597,0.1720529574477361,0.19134594929397597,0.15762208124782015,0.07717310600228738,0.0,0.19134594929397597,0.0,0.10094660663590602,0.07600504738917398,0.16357216402190614,0.1720529574477361,0.0,0.1720529574477361,0.0,0.0,0.15762208124782015,0.1831729162512008,0.0,0.14058038927888333,0.16357216402190614,0.0,0.21264381322847797,0.13578090752936633,0.1302401341234847,0.16357216402190614,0.20328081182387114,0.15762208124782015,0.12793860420144026,0.0,0.13987572123604705,0.0,0.1720529574477361,0.20228869496966942,0.15513968860793315,0.0,0.19310602697030585,0.17987750016531515,0.21128071186162875,0.16357216402190614,0.17987750016531515,0.1720529574477361,0.1720529574477361,0.17987750016531515,0.17987750016531515,0.0,0.1720529574477361,0.12943578789656976,0.10354065415926447,0.15762208124782015,0.10354065415926447,0.03972203559992821,0.0,0.10046475850696777,0.15762208124782015,0.050738256861880375,0.0,0.18887686585995425,0.15762208124782015,0.15762208124782015,0.16357216402190614,0.16357216402190614,0.18200630207731602,0.17391304347826086,0.1720529574477361
